review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50002363,prov-fl-00131,clinic-fl-00004,Hana,G,30-34,Wynwood,4,Felt heard and informed,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Dysport,2025-11-15,yelp,https://zocdoc.example/r/2363,,
rev-50002364,prov-fl-00131,clinic-fl-00004,Marcus,D,45-49,South Beach,5,Subtle and balanced,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Dysport,2025-09-28,clinic_site,https://zocdoc.example/r/2364,"Thank you so much, see you at your next visit.",2024-11-03
rev-50002365,prov-fl-00131,clinic-fl-00004,Victor,J,30-34,Coral Gables,5,Will be back,Walked me through the plan and the pricing up front. The result is subtle and natural.,Daxxify,2025-02-23,healthgrades,https://healthgrades.example/r/2365,,
rev-50002366,prov-fl-00131,clinic-fl-00004,Dahlia,S,30-34,Coral Gables,4,Conservative approach I trust,Booked a consult first and felt zero pressure. Already booked my follow-up.,Daxxify,2026-02-17,healthgrades,https://vitals.example/r/2366,,
rev-50002367,prov-fl-00131,clinic-fl-00004,Yara,K,35-39,Coral Gables,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Already booked my follow-up.,PRP,2025-07-28,yelp,https://clinic_site.example/r/2367,,
rev-50002368,prov-fl-00131,clinic-fl-00004,Priya,F,55-59,South Beach,3,Worth every penny,Took the time to map my face before any injection. Already booked my follow-up.,PRP,2025-04-04,clinic_site,https://google.example/r/2368,,
rev-50002369,prov-fl-00131,clinic-fl-00004,Victor,S,50-54,Wynwood,5,Worth every penny,Explained every step and never upsold me. Exactly the balanced look I wanted.,PRP,2026-04-04,healthgrades,https://google.example/r/2369,"We appreciate the kind words, it was a pleasure caring for you.",2025-03-16
rev-50002370,prov-fl-00131,clinic-fl-00004,Maya,M,45-49,Brickell,5,Worth every penny,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,PRP,2025-08-27,healthgrades,https://yelp.example/r/2370,,
rev-50002371,prov-fl-00131,clinic-fl-00004,Tessa,P,35-39,South Beach,5,Great masseter result,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Dysport,2026-03-29,healthgrades,https://yelp.example/r/2371,,
rev-50002372,prov-fl-00131,clinic-fl-00004,Camila,K,25-29,Coral Gables,4,Will be back,Honest about what would and would not help. The result is subtle and natural.,Jawline Filler,2025-06-30,google,https://vitals.example/r/2372,,
rev-50002373,prov-fl-00132,clinic-fl-00004,Priya,C,30-34,South Beach,5,Natural and exactly right,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Jawline Filler,2026-02-08,google,https://clinic_site.example/r/2373,,
rev-50002374,prov-fl-00132,clinic-fl-00004,Olivia,C,25-29,Wynwood,5,Best in the city,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Microneedling,2026-04-23,vitals,https://vitals.example/r/2374,,
rev-50002375,prov-fl-00132,clinic-fl-00004,Isabel,P,40-44,South Beach,5,Clean and professional,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Microneedling,2025-01-24,vitals,https://healthgrades.example/r/2375,"We appreciate the kind words, it was a pleasure caring for you.",2025-03-01
rev-50002376,prov-fl-00132,clinic-fl-00004,Renee,D,50-54,Wynwood,5,Clean and professional,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jawline Filler,2025-06-04,zocdoc,https://clinic_site.example/r/2376,,
rev-50002377,prov-fl-00132,clinic-fl-00004,Ethan,P,35-39,Brickell,5,Felt heard and informed,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Jawline Filler,2025-07-06,zocdoc,https://google.example/r/2377,,
rev-50002378,prov-fl-00132,clinic-fl-00004,Elena,S,55-59,Coconut Grove,5,Worth every penny,Took the time to map my face before any injection. The result is subtle and natural.,Microneedling,2026-05-17,vitals,https://zocdoc.example/r/2378,,
rev-50002379,prov-fl-00132,clinic-fl-00004,Camila,R,50-54,Coconut Grove,5,Worth every penny,Booked a consult first and felt zero pressure. The result is subtle and natural.,Jawline Filler,2026-05-31,vitals,https://yelp.example/r/2379,,
rev-50002380,prov-fl-00132,clinic-fl-00004,Theo,S,25-29,Coral Gables,5,Worth every penny,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Microneedling,2024-10-24,vitals,https://google.example/r/2380,"Thank you so much, see you at your next visit.",2024-11-21
rev-50002381,prov-fl-00132,clinic-fl-00004,Isabel,L,40-44,South Beach,5,Conservative approach I trust,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Microneedling,2026-05-11,healthgrades,https://vitals.example/r/2381,"Thank you so much, see you at your next visit.",2025-01-14
rev-50002382,prov-fl-00132,clinic-fl-00004,Nina,B,30-34,Brickell,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Already booked my follow-up.,Microneedling,2025-01-05,vitals,https://clinic_site.example/r/2382,,
rev-50002383,prov-fl-00132,clinic-fl-00004,Isabel,P,45-49,Brickell,5,So happy with my results,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Jawline Filler,2026-04-03,zocdoc,https://healthgrades.example/r/2383,"We appreciate the kind words, it was a pleasure caring for you.",2025-08-23
rev-50002384,prov-fl-00132,clinic-fl-00004,Caleb,G,40-44,Coral Gables,4,Subtle and balanced,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Microneedling,2025-02-05,zocdoc,https://zocdoc.example/r/2384,,
rev-50002385,prov-fl-00132,clinic-fl-00004,Theo,K,25-29,Wynwood,4,"Looks like me, just rested",Honest about what would and would not help. Already booked my follow-up.,Jawline Filler,2024-09-15,clinic_site,https://vitals.example/r/2385,,
rev-50002386,prov-fl-00132,clinic-fl-00004,Noah,W,25-29,Coral Gables,5,Best in the city,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Jawline Filler,2026-05-07,clinic_site,https://vitals.example/r/2386,,
rev-50002387,prov-fl-00132,clinic-fl-00004,Selena,D,25-29,Coconut Grove,3,Subtle and balanced,The whole team was warm and the office was spotless. Already booked my follow-up.,Jawline Filler,2026-03-12,google,https://clinic_site.example/r/2387,,
rev-50002388,prov-fl-00132,clinic-fl-00004,Noah,C,40-44,Coconut Grove,5,Clean and professional,Explained every step and never upsold me. The result is subtle and natural.,Microneedling,2025-10-05,healthgrades,https://yelp.example/r/2388,,
rev-50002389,prov-fl-00132,clinic-fl-00004,Renee,G,25-29,Wynwood,5,Natural and exactly right,Took the time to map my face before any injection. Already booked my follow-up.,Jawline Filler,2025-04-29,vitals,https://yelp.example/r/2389,"Thank you, we are glad you love your results.",2025-11-25
rev-50002390,prov-fl-00132,clinic-fl-00004,Anya,S,35-39,Coconut Grove,5,No more downtime worries,Honest about what would and would not help. The result is subtle and natural.,Jawline Filler,2024-10-30,healthgrades,https://healthgrades.example/r/2390,,
rev-50002391,prov-fl-00133,clinic-fl-00004,Diego,L,40-44,Brickell,5,"Looks like me, just rested",Honest about what would and would not help. Healed fast with barely any bruising.,Thread Lift,2026-03-27,zocdoc,https://google.example/r/2391,,
rev-50002392,prov-fl-00133,clinic-fl-00004,James,H,55-59,South Beach,5,So happy with my results,Took the time to map my face before any injection. Healed fast with barely any bruising.,Thread Lift,2024-08-27,vitals,https://clinic_site.example/r/2392,,
rev-50002393,prov-fl-00133,clinic-fl-00004,Noah,A,45-49,South Beach,5,Will be back,Explained every step and never upsold me. Healed fast with barely any bruising.,Thread Lift,2025-12-16,vitals,https://clinic_site.example/r/2393,"Thank you so much, see you at your next visit.",2025-05-30
rev-50002394,prov-fl-00133,clinic-fl-00004,Lara,G,50-54,Wynwood,4,Subtle and balanced,Walked me through the plan and the pricing up front. Already booked my follow-up.,Thread Lift,2024-08-21,vitals,https://vitals.example/r/2394,"We appreciate the kind words, it was a pleasure caring for you.",2024-12-10
rev-50002395,prov-fl-00133,clinic-fl-00004,David,T,30-34,Wynwood,5,Subtle and balanced,Honest about what would and would not help. The result is subtle and natural.,Thread Lift,2024-07-30,zocdoc,https://zocdoc.example/r/2395,,
rev-50002396,prov-fl-00133,clinic-fl-00004,Leo,B,30-34,Wynwood,1,So happy with my results,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Tear Trough,2025-11-08,healthgrades,https://healthgrades.example/r/2396,,
rev-50002397,prov-fl-00133,clinic-fl-00004,Nina,W,35-39,Coconut Grove,5,So happy with my results,Took the time to map my face before any injection. Already booked my follow-up.,Thread Lift,2024-09-24,healthgrades,https://vitals.example/r/2397,"We appreciate the kind words, it was a pleasure caring for you.",2024-12-08
rev-50002398,prov-fl-00133,clinic-fl-00004,Claire,W,45-49,Wynwood,5,Will be back,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Thread Lift,2024-12-01,yelp,https://zocdoc.example/r/2398,,
rev-50002399,prov-fl-00133,clinic-fl-00004,Renee,H,45-49,Wynwood,5,Clean and professional,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Tear Trough,2026-05-09,vitals,https://yelp.example/r/2399,,
rev-50002400,prov-fl-00133,clinic-fl-00004,Renee,W,30-34,South Beach,5,Best in the city,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Tear Trough,2024-11-15,zocdoc,https://vitals.example/r/2400,"Thank you, we are glad you love your results.",2026-05-09
rev-50002401,prov-fl-00133,clinic-fl-00004,Leo,D,25-29,Coconut Grove,5,Subtle and balanced,Took the time to map my face before any injection. Already booked my follow-up.,Thread Lift,2025-04-07,zocdoc,https://google.example/r/2401,,
rev-50002402,prov-fl-00133,clinic-fl-00004,James,E,35-39,Wynwood,4,Subtle and balanced,Explained every step and never upsold me. No one has guessed I had anything done.,Thread Lift,2025-04-22,clinic_site,https://zocdoc.example/r/2402,,
rev-50002403,prov-fl-00133,clinic-fl-00004,Claire,H,45-49,Coral Gables,5,No more downtime worries,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Tear Trough,2024-10-12,healthgrades,https://clinic_site.example/r/2403,,
rev-50002404,prov-fl-00133,clinic-fl-00004,Elena,E,55-59,Brickell,4,Subtle and balanced,Honest about what would and would not help. No one has guessed I had anything done.,Tear Trough,2025-03-05,zocdoc,https://yelp.example/r/2404,,
rev-50002405,prov-fl-00133,clinic-fl-00004,Ethan,L,35-39,Coconut Grove,5,Will be back,Honest about what would and would not help. I finally look as rested as I feel.,Thread Lift,2024-09-13,healthgrades,https://vitals.example/r/2405,,
rev-50002406,prov-fl-00133,clinic-fl-00004,Renee,B,40-44,Wynwood,5,Subtle and balanced,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Tear Trough,2025-06-19,zocdoc,https://clinic_site.example/r/2406,,
rev-50002407,prov-fl-00133,clinic-fl-00004,Sarah,E,55-59,Coral Gables,5,"Looks like me, just rested",Explained every step and never upsold me. The result is subtle and natural.,Thread Lift,2024-09-11,google,https://healthgrades.example/r/2407,,
rev-50002408,prov-fl-00133,clinic-fl-00004,Sarah,H,25-29,Wynwood,5,"Looks like me, just rested",Took the time to map my face before any injection. I finally look as rested as I feel.,Thread Lift,2025-03-09,google,https://healthgrades.example/r/2408,"Thank you, we are glad you love your results.",2025-09-25
rev-50002409,prov-fl-00133,clinic-fl-00004,Grace,B,40-44,South Beach,5,No more downtime worries,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Thread Lift,2026-02-05,google,https://healthgrades.example/r/2409,,
rev-50002410,prov-fl-00133,clinic-fl-00004,Diego,N,30-34,Coconut Grove,5,Will be back,Booked a consult first and felt zero pressure. Already booked my follow-up.,Tear Trough,2024-07-11,zocdoc,https://yelp.example/r/2410,,
rev-50002411,prov-fl-00133,clinic-fl-00004,Ruben,S,35-39,Wynwood,5,Clean and professional,Explained every step and never upsold me. No one has guessed I had anything done.,Thread Lift,2024-08-29,clinic_site,https://vitals.example/r/2411,,
rev-50002412,prov-fl-00133,clinic-fl-00004,Camila,E,40-44,Brickell,4,Worth every penny,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Thread Lift,2025-04-29,clinic_site,https://google.example/r/2412,,
rev-50002413,prov-fl-00133,clinic-fl-00004,Isabel,L,45-49,Brickell,5,Subtle and balanced,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Tear Trough,2025-09-06,healthgrades,https://zocdoc.example/r/2413,,
rev-50002414,prov-fl-00133,clinic-fl-00004,Omar,J,45-49,Wynwood,5,Conservative approach I trust,Took the time to map my face before any injection. Healed fast with barely any bruising.,Thread Lift,2026-02-16,vitals,https://google.example/r/2414,,
rev-50002415,prov-fl-00133,clinic-fl-00004,Grace,D,45-49,South Beach,5,Subtle and balanced,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Thread Lift,2025-03-20,vitals,https://yelp.example/r/2415,,
rev-50002416,prov-fl-00133,clinic-fl-00004,David,N,55-59,Brickell,5,No more downtime worries,Took the time to map my face before any injection. Already booked my follow-up.,Thread Lift,2025-03-31,clinic_site,https://google.example/r/2416,,
rev-50002417,prov-fl-00133,clinic-fl-00004,Theo,W,50-54,Brickell,5,Natural and exactly right,Honest about what would and would not help. Exactly the balanced look I wanted.,Tear Trough,2025-08-07,vitals,https://yelp.example/r/2417,,
rev-50002418,prov-fl-00133,clinic-fl-00004,James,F,30-34,Coral Gables,4,Conservative approach I trust,Walked me through the plan and the pricing up front. Already booked my follow-up.,Tear Trough,2026-03-05,yelp,https://google.example/r/2418,,
rev-50002419,prov-fl-00134,clinic-fl-00005,Grace,T,25-29,Coral Gables,5,So happy with my results,Explained every step and never upsold me. I finally look as rested as I feel.,Tear Trough,2024-08-20,healthgrades,https://yelp.example/r/2419,,
rev-50002420,prov-fl-00134,clinic-fl-00005,Daniel,A,35-39,Coconut Grove,5,Will be back,Took the time to map my face before any injection. Already booked my follow-up.,Masseter Botox,2025-06-27,healthgrades,https://vitals.example/r/2420,,
rev-50002421,prov-fl-00134,clinic-fl-00005,Aaron,P,25-29,South Beach,4,Felt heard and informed,Walked me through the plan and the pricing up front. The result is subtle and natural.,Masseter Botox,2025-12-21,zocdoc,https://zocdoc.example/r/2421,"We appreciate the kind words, it was a pleasure caring for you.",2025-01-23
rev-50002422,prov-fl-00134,clinic-fl-00005,Daniel,G,35-39,Coconut Grove,5,Worth every penny,Explained every step and never upsold me. Already booked my follow-up.,Masseter Botox,2025-02-18,clinic_site,https://google.example/r/2422,,
rev-50002423,prov-fl-00134,clinic-fl-00005,Ruben,E,35-39,Coral Gables,3,Great masseter result,Honest about what would and would not help. I finally look as rested as I feel.,Tear Trough,2024-10-24,google,https://zocdoc.example/r/2423,,
rev-50002424,prov-fl-00134,clinic-fl-00005,Aaron,B,55-59,Wynwood,5,Worth every penny,Explained every step and never upsold me. No one has guessed I had anything done.,Tear Trough,2025-07-22,clinic_site,https://google.example/r/2424,,
rev-50002425,prov-fl-00134,clinic-fl-00005,Tessa,W,55-59,Brickell,5,Natural and exactly right,Explained every step and never upsold me. The result is subtle and natural.,Tear Trough,2025-07-21,vitals,https://yelp.example/r/2425,"Thank you so much, see you at your next visit.",2025-10-07
rev-50002426,prov-fl-00134,clinic-fl-00005,Diego,C,40-44,South Beach,5,Natural and exactly right,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Tear Trough,2025-07-02,google,https://clinic_site.example/r/2426,"Thank you so much, see you at your next visit.",2026-02-12
rev-50002427,prov-fl-00134,clinic-fl-00005,Claire,S,25-29,Wynwood,2,Conservative approach I trust,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Masseter Botox,2025-05-26,vitals,https://healthgrades.example/r/2427,,
rev-50002428,prov-fl-00134,clinic-fl-00005,Dahlia,A,40-44,Brickell,5,No more downtime worries,Honest about what would and would not help. I finally look as rested as I feel.,Masseter Botox,2026-03-10,clinic_site,https://google.example/r/2428,,
rev-50002429,prov-fl-00134,clinic-fl-00005,James,A,30-34,Brickell,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Masseter Botox,2024-12-15,yelp,https://healthgrades.example/r/2429,,
rev-50002430,prov-fl-00134,clinic-fl-00005,Anya,S,45-49,Wynwood,5,No more downtime worries,Walked me through the plan and the pricing up front. The result is subtle and natural.,Masseter Botox,2024-08-16,vitals,https://google.example/r/2430,"We appreciate the kind words, it was a pleasure caring for you.",2024-10-13
rev-50002431,prov-fl-00134,clinic-fl-00005,Daniel,P,45-49,Brickell,5,Great masseter result,Took the time to map my face before any injection. No one has guessed I had anything done.,Masseter Botox,2025-11-08,clinic_site,https://yelp.example/r/2431,"Thank you, we are glad you love your results.",2025-05-23
rev-50002432,prov-fl-00134,clinic-fl-00005,Claire,A,55-59,Wynwood,5,Worth every penny,Explained every step and never upsold me. The result is subtle and natural.,Tear Trough,2025-07-28,clinic_site,https://zocdoc.example/r/2432,,
rev-50002433,prov-fl-00134,clinic-fl-00005,Felix,F,40-44,Brickell,5,No more downtime worries,Explained every step and never upsold me. Healed fast with barely any bruising.,Tear Trough,2026-03-08,clinic_site,https://healthgrades.example/r/2433,"We appreciate the kind words, it was a pleasure caring for you.",2024-07-21
rev-50002434,prov-fl-00134,clinic-fl-00005,Noah,R,40-44,Wynwood,5,Subtle and balanced,Honest about what would and would not help. Exactly the balanced look I wanted.,Tear Trough,2025-06-15,clinic_site,https://google.example/r/2434,,
rev-50002435,prov-fl-00134,clinic-fl-00005,Priya,H,55-59,Coral Gables,5,Will be back,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Tear Trough,2025-03-06,google,https://google.example/r/2435,,
rev-50002436,prov-fl-00134,clinic-fl-00005,Aaron,B,35-39,Coconut Grove,5,Conservative approach I trust,Booked a consult first and felt zero pressure. Already booked my follow-up.,Tear Trough,2025-09-01,yelp,https://clinic_site.example/r/2436,,
rev-50002437,prov-fl-00134,clinic-fl-00005,Hana,A,50-54,South Beach,5,Clean and professional,Honest about what would and would not help. Healed fast with barely any bruising.,Tear Trough,2025-05-14,clinic_site,https://google.example/r/2437,"Thank you, we are glad you love your results.",2025-05-31
rev-50002438,prov-fl-00134,clinic-fl-00005,Sarah,H,40-44,Wynwood,4,Subtle and balanced,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Masseter Botox,2025-09-04,zocdoc,https://clinic_site.example/r/2438,"Thank you, we are glad you love your results.",2026-05-29
rev-50002439,prov-fl-00134,clinic-fl-00005,Priya,G,55-59,South Beach,5,No more downtime worries,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Masseter Botox,2026-01-16,clinic_site,https://healthgrades.example/r/2439,,
rev-50002440,prov-fl-00134,clinic-fl-00005,Theo,W,40-44,South Beach,5,"Looks like me, just rested",The whole team was warm and the office was spotless. I finally look as rested as I feel.,Masseter Botox,2026-03-09,yelp,https://google.example/r/2440,,
rev-50002441,prov-fl-00135,clinic-fl-00005,Ethan,G,30-34,Wynwood,1,Conservative approach I trust,Explained every step and never upsold me. Already booked my follow-up.,Cheek Filler,2025-03-23,zocdoc,https://vitals.example/r/2441,,
rev-50002442,prov-fl-00135,clinic-fl-00005,Marcus,E,35-39,Coral Gables,4,Great masseter result,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Microneedling,2025-03-17,google,https://yelp.example/r/2442,,
rev-50002443,prov-fl-00135,clinic-fl-00005,Felix,L,50-54,Coral Gables,5,Conservative approach I trust,Honest about what would and would not help. No one has guessed I had anything done.,Masseter Botox,2024-08-06,healthgrades,https://zocdoc.example/r/2443,,
rev-50002444,prov-fl-00135,clinic-fl-00005,Renee,T,35-39,Coral Gables,5,Worth every penny,Booked a consult first and felt zero pressure. Already booked my follow-up.,Masseter Botox,2025-05-25,healthgrades,https://clinic_site.example/r/2444,,
rev-50002445,prov-fl-00135,clinic-fl-00005,Yara,W,55-59,Brickell,5,No more downtime worries,Took the time to map my face before any injection. I finally look as rested as I feel.,Daxxify,2024-12-13,zocdoc,https://clinic_site.example/r/2445,,
rev-50002446,prov-fl-00136,clinic-fl-00005,Anya,P,30-34,Brickell,5,Clean and professional,Took the time to map my face before any injection. No one has guessed I had anything done.,Masseter Botox,2026-02-16,google,https://clinic_site.example/r/2446,,
rev-50002447,prov-fl-00136,clinic-fl-00005,Tessa,A,55-59,South Beach,5,Will be back,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Thread Lift,2024-09-29,zocdoc,https://vitals.example/r/2447,,
rev-50002448,prov-fl-00136,clinic-fl-00005,Paul,F,45-49,Coral Gables,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Already booked my follow-up.,Kybella,2026-04-14,google,https://vitals.example/r/2448,,
rev-50002449,prov-fl-00136,clinic-fl-00005,Yara,K,40-44,Coral Gables,5,Felt heard and informed,Walked me through the plan and the pricing up front. Already booked my follow-up.,Jawline Filler,2026-04-11,vitals,https://zocdoc.example/r/2449,"Thank you, we are glad you love your results.",2025-10-28
rev-50002450,prov-fl-00136,clinic-fl-00005,Claire,N,30-34,Brickell,5,Conservative approach I trust,Explained every step and never upsold me. Exactly the balanced look I wanted.,Masseter Botox,2025-05-30,google,https://zocdoc.example/r/2450,,
rev-50002451,prov-fl-00136,clinic-fl-00005,Theo,J,40-44,Coconut Grove,5,Natural and exactly right,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Kybella,2024-12-25,zocdoc,https://healthgrades.example/r/2451,,
rev-50002452,prov-fl-00136,clinic-fl-00005,Theo,S,30-34,Coral Gables,5,"Looks like me, just rested",Booked a consult first and felt zero pressure. Already booked my follow-up.,Thread Lift,2024-10-14,zocdoc,https://vitals.example/r/2452,"Thank you, we are glad you love your results.",2024-11-20
rev-50002453,prov-fl-00136,clinic-fl-00005,Miles,D,50-54,South Beach,5,Best in the city,Explained every step and never upsold me. I finally look as rested as I feel.,Kybella,2024-07-03,google,https://google.example/r/2453,,
rev-50002454,prov-fl-00136,clinic-fl-00005,Dahlia,A,45-49,Brickell,5,Will be back,Honest about what would and would not help. Healed fast with barely any bruising.,Thread Lift,2025-02-15,google,https://zocdoc.example/r/2454,,
rev-50002455,prov-fl-00136,clinic-fl-00005,Grace,R,25-29,Brickell,4,Clean and professional,Took the time to map my face before any injection. No one has guessed I had anything done.,Thread Lift,2026-04-27,clinic_site,https://vitals.example/r/2455,,
rev-50002456,prov-fl-00136,clinic-fl-00005,Felix,G,45-49,South Beach,4,Best in the city,Booked a consult first and felt zero pressure. Already booked my follow-up.,Thread Lift,2026-02-13,zocdoc,https://vitals.example/r/2456,"Thank you, we are glad you love your results.",2024-11-30
rev-50002457,prov-fl-00136,clinic-fl-00005,Ruben,M,30-34,South Beach,5,Clean and professional,Took the time to map my face before any injection. Already booked my follow-up.,Masseter Botox,2025-09-14,vitals,https://vitals.example/r/2457,"Thank you so much, see you at your next visit.",2025-09-09
rev-50002458,prov-fl-00136,clinic-fl-00005,Lara,R,50-54,Wynwood,5,Felt heard and informed,Took the time to map my face before any injection. Healed fast with barely any bruising.,Masseter Botox,2025-03-27,yelp,https://yelp.example/r/2458,"Thank you, we are glad you love your results.",2025-04-08
rev-50002459,prov-fl-00136,clinic-fl-00005,Adrian,B,50-54,Coconut Grove,5,Natural and exactly right,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Jawline Filler,2025-04-12,healthgrades,https://google.example/r/2459,"Thank you so much, see you at your next visit.",2026-01-15
rev-50002460,prov-fl-00136,clinic-fl-00005,Isabel,N,35-39,Coconut Grove,5,Subtle and balanced,Honest about what would and would not help. Exactly the balanced look I wanted.,Jawline Filler,2025-09-08,clinic_site,https://vitals.example/r/2460,,
rev-50002461,prov-fl-00136,clinic-fl-00005,Adrian,F,45-49,Wynwood,5,Subtle and balanced,Booked a consult first and felt zero pressure. Already booked my follow-up.,Kybella,2025-09-02,vitals,https://clinic_site.example/r/2461,,
rev-50002462,prov-fl-00136,clinic-fl-00005,Noah,B,40-44,South Beach,5,Natural and exactly right,Honest about what would and would not help. Healed fast with barely any bruising.,Thread Lift,2025-11-26,vitals,https://clinic_site.example/r/2462,"We appreciate the kind words, it was a pleasure caring for you.",2025-05-26
rev-50002463,prov-fl-00136,clinic-fl-00005,Felix,R,25-29,Brickell,4,No more downtime worries,Honest about what would and would not help. No one has guessed I had anything done.,Thread Lift,2025-09-29,google,https://zocdoc.example/r/2463,,
rev-50002464,prov-fl-00137,clinic-fl-00006,Anya,E,45-49,Coconut Grove,5,Best in the city,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Xeomin,2025-09-29,zocdoc,https://healthgrades.example/r/2464,,
rev-50002465,prov-fl-00137,clinic-fl-00006,Nina,B,35-39,Coral Gables,4,Worth every penny,Honest about what would and would not help. Healed fast with barely any bruising.,Jawline Filler,2024-10-03,google,https://google.example/r/2465,"We appreciate the kind words, it was a pleasure caring for you.",2025-03-27
rev-50002466,prov-fl-00137,clinic-fl-00006,Renee,J,35-39,South Beach,3,So happy with my results,Honest about what would and would not help. Exactly the balanced look I wanted.,Jawline Filler,2025-09-18,vitals,https://healthgrades.example/r/2466,,
rev-50002467,prov-fl-00137,clinic-fl-00006,Omar,M,25-29,Wynwood,5,Great masseter result,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Botox,2026-01-28,yelp,https://vitals.example/r/2467,"Thank you so much, see you at your next visit.",2025-03-15
rev-50002468,prov-fl-00137,clinic-fl-00006,Grace,W,30-34,Brickell,5,So happy with my results,Took the time to map my face before any injection. No one has guessed I had anything done.,Botox,2025-12-23,clinic_site,https://healthgrades.example/r/2468,,
rev-50002469,prov-fl-00137,clinic-fl-00006,Jonah,S,40-44,Coral Gables,5,Clean and professional,Took the time to map my face before any injection. No one has guessed I had anything done.,Botox,2025-06-24,vitals,https://yelp.example/r/2469,,
rev-50002470,prov-fl-00137,clinic-fl-00006,Ruben,H,55-59,Coral Gables,5,Felt heard and informed,Honest about what would and would not help. Exactly the balanced look I wanted.,Botox,2024-06-26,clinic_site,https://google.example/r/2470,,
rev-50002471,prov-fl-00137,clinic-fl-00006,Isabel,S,35-39,South Beach,5,Felt heard and informed,Honest about what would and would not help. Healed fast with barely any bruising.,Jawline Filler,2025-04-10,yelp,https://zocdoc.example/r/2471,,
rev-50002472,prov-fl-00137,clinic-fl-00006,Diego,H,50-54,Coconut Grove,3,Worth every penny,Booked a consult first and felt zero pressure. Already booked my follow-up.,Xeomin,2025-03-29,google,https://yelp.example/r/2472,"We appreciate the kind words, it was a pleasure caring for you.",2025-08-16
rev-50002473,prov-fl-00137,clinic-fl-00006,David,S,25-29,South Beach,4,Subtle and balanced,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Xeomin,2025-06-23,yelp,https://vitals.example/r/2473,,
rev-50002474,prov-fl-00137,clinic-fl-00006,Dahlia,T,45-49,Coconut Grove,5,Conservative approach I trust,Explained every step and never upsold me. I finally look as rested as I feel.,Jawline Filler,2024-07-19,clinic_site,https://zocdoc.example/r/2474,,
rev-50002475,prov-fl-00137,clinic-fl-00006,Yara,C,25-29,Brickell,5,Best in the city,Honest about what would and would not help. No one has guessed I had anything done.,Jawline Filler,2025-06-07,clinic_site,https://yelp.example/r/2475,,
rev-50002476,prov-fl-00137,clinic-fl-00006,Priya,F,40-44,Coconut Grove,5,Will be back,Honest about what would and would not help. Exactly the balanced look I wanted.,Botox,2024-08-22,google,https://clinic_site.example/r/2476,,
rev-50002477,prov-fl-00138,clinic-fl-00006,Diego,G,30-34,South Beach,5,Worth every penny,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Sculptra,2025-02-03,zocdoc,https://vitals.example/r/2477,,
rev-50002478,prov-fl-00138,clinic-fl-00006,Aaron,E,30-34,Coconut Grove,5,Worth every penny,Took the time to map my face before any injection. Already booked my follow-up.,Sculptra,2024-09-20,yelp,https://healthgrades.example/r/2478,,
