clinic_id,clinic_name,tagline,description,address_line_1,address_line_2,city,state,zip,neighborhood,county,country,latitude,longitude,google_place_id,google_maps_url,directions_url,apple_maps_url,phone,email,website_url,booking_url,hours_json,service_type,accepts_insurance,payment_methods,amenities,logo_url,clinic_photo_urls,aggregate_rating,aggregate_rating_count,provider_ids,year_established,source_urls,last_scraped_date
clinic-fault-00934,Solace Skin Studio River,Montrose injectable specialists.,"A Montrose practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6611 Harbor Drive,Suite 464,Houston,TX,00000,Montrose,Harris County,US,29.745491,-95.360415,ChIJtx7mO-EFDhSxi-NOo2,https://maps.google.com/?cid=86203782,"https://www.google.com/maps/dir/?api=1&destination=29.745491,-95.360415","https://maps.apple.com/?ll=29.745491,-95.360415",+12145550180,hello@solaceskinstudioriver.example,https://solaceskinstudioriver.example,https://solaceskinstudioriver.example/book,,In-Person,true,Cherry; Care Credit; Visa,Private suites; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00934-logo/200/200,https://picsum.photos/seed/clinic-fault-00934-a/600/400; https://picsum.photos/seed/clinic-fault-00934-b/600/400,5.0,93,,2020,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00936,Vista Skin & Laser Midtown,Tribeca injectable specialists.,"A Tribeca practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",5033 Magnolia Drive,,New York,NY,00000,Tribeca,New York County,US,40.735055,-73.974137,ChIJny2TgRNJo6l6fNPoa0,https://maps.google.com/?cid=95762778,"https://www.google.com/maps/dir/?api=1&destination=40.735055,-73.974137","https://maps.apple.com/?ll=40.735055,-73.974137",+17185550193,hello@vistaskinlasermidtown.example,https://vistaskinlasermidtown.example,https://vistaskinlasermidtown.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Cherry; Visa; Mastercard; Amex,Parking; Wheelchair accessible; Virtual consults; Wi-Fi,https://picsum.photos/seed/clinic-fault-00936-logo/200/200,https://picsum.photos/seed/clinic-fault-00936-a/600/400; https://picsum.photos/seed/clinic-fault-00936-b/600/400,4.8,411,,2016,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00938,Solace Injectables Coral,Coral Gables injectable specialists.,"A Coral Gables practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",5918 Sunset Boulevard,,Miami,FL,ABCDE,Coral Gables,Miami-Dade County,US,25.762498,-80.173573,ChIJflRZkVNv3dGBsNInqq,https://maps.google.com/?cid=80279550,"https://www.google.com/maps/dir/?api=1&destination=25.762498,-80.173573","https://maps.apple.com/?ll=25.762498,-80.173573",+14075550123,hello@solaceinjectablescoral.example,https://solaceinjectablescoral.example,https://solaceinjectablescoral.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Cherry; Amex; Mastercard; Visa,Wheelchair accessible; Parking,https://picsum.photos/seed/clinic-fault-00938-logo/200/200,https://picsum.photos/seed/clinic-fault-00938-a/600/400; https://picsum.photos/seed/clinic-fault-00938-b/600/400,4.7,211,,2017,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00940,Coastal Dermatology Uptown,Memorial injectable specialists.,"A Memorial practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",128 Magnolia Boulevard,,Houston,TX,77021,Memorial,Harris County,US,999.123456,-95.354156,ChIJtxitLD-cbS47jyqXTv,https://maps.google.com/?cid=65342419,"https://www.google.com/maps/dir/?api=1&destination=999.123456,-95.354156","https://maps.apple.com/?ll=999.123456,-95.354156",+15125550170,hello@coastaldermatologyuptown.example,https://coastaldermatologyuptown.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Visa; Amex; Care Credit; Cherry,Wi-Fi; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00940-logo/200/200,https://picsum.photos/seed/clinic-fault-00940-a/600/400; https://picsum.photos/seed/clinic-fault-00940-b/600/400,4.6,96,,2004,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00942,Coastal Med Spa Brickell,Wynwood injectable specialists.,"A Wynwood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",404 Park Drive,Suite 641,Miami,FL,33136,Wynwood,Miami-Dade County,US,999.123456,-80.182082,ChIJflTl4vD9z7gzIOsNwY,https://maps.google.com/?cid=13354853,"https://www.google.com/maps/dir/?api=1&destination=999.123456,-80.182082","https://maps.apple.com/?ll=999.123456,-80.182082",+14075550139,hello@coastalmedspabrickell.example,https://coastalmedspabrickell.example,https://coastalmedspabrickell.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Amex; Visa; Cherry; Care Credit,Private suites; Wi-Fi; Parking; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00942-logo/200/200,https://picsum.photos/seed/clinic-fault-00942-a/600/400; https://picsum.photos/seed/clinic-fault-00942-b/600/400,4.9,338,,2015,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00944,Coastal Injectables Brentwood,West Hollywood injectable specialists.,"A West Hollywood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",5006 Oak Boulevard,Suite 224,Los Angeles,CA,90042,West Hollywood,Los Angeles County,US,999.123456,-118.222267,ChIJcaPbGzXHk-tsrp7d-d,https://maps.google.com/?cid=43513473,"https://www.google.com/maps/dir/?api=1&destination=999.123456,-118.222267","https://maps.apple.com/?ll=999.123456,-118.222267",+12135550192,hello@coastalinjectablesbrentwood.example,https://coastalinjectablesbrentwood.example,,,In-Person,false,Visa; Care Credit; Amex; Mastercard,Private suites; Parking; Wi-Fi,https://picsum.photos/seed/clinic-fault-00944-logo/200/200,https://picsum.photos/seed/clinic-fault-00944-a/600/400; https://picsum.photos/seed/clinic-fault-00944-b/600/400,4.3,376,,2012,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00946,Radiance Aesthetics Los Angeles,West Hollywood injectable specialists.,"A West Hollywood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9260 Oak Boulevard,,Los Angeles,CA,90029,West Hollywood,Los Angeles County,US,34.038591,-118.222588,ChIJcamSlwrChN8-orSYLI,https://maps.google.com/?cid=93918407,"https://www.google.com/maps/dir/?api=1&destination=34.038591,-118.222588","https://maps.apple.com/?ll=34.038591,-118.222588",+16195550198,hello@radianceaestheticslosangeles.example,https://radianceaesthetics.example,https://radianceaesthetics.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Amex; Mastercard; Care Credit; Cherry,Wi-Fi; Wheelchair accessible; Virtual consults; Private suites,https://picsum.photos/seed/clinic-fault-00946-logo/200/200,https://picsum.photos/seed/clinic-fault-00946-a/600/400; https://picsum.photos/seed/clinic-fault-00946-b/600/400,4.7,450,prov-fault-00947,2016,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00948,Radiance Aesthetics San Diego,Gaslamp Quarter injectable specialists.,"A Gaslamp Quarter practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",2827 Magnolia Avenue,,San Diego,CA,92115,Gaslamp Quarter,San Diego County,US,32.704847,-117.198953,ChIJcaQ1yeZFwOuySljP2y,https://maps.google.com/?cid=63463081,"https://www.google.com/maps/dir/?api=1&destination=32.704847,-117.198953","https://maps.apple.com/?ll=32.704847,-117.198953",+16195550198,hello@radianceaestheticssandiego.example,https://radianceaesthetics.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Care Credit; Visa,Wheelchair accessible; Parking; Private suites; Wi-Fi,https://picsum.photos/seed/clinic-fault-00948-logo/200/200,https://picsum.photos/seed/clinic-fault-00948-a/600/400; https://picsum.photos/seed/clinic-fault-00948-b/600/400,4.6,135,prov-fault-00949,2004,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00950,Radiance Aesthetics San Francisco,SoMa injectable specialists.,"A SoMa practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4849 Magnolia Street,,San Francisco,CA,94128,SoMa,San Francisco County,US,37.764743,-122.398927,ChIJcaxa8SAZL8shnUA_vm,https://maps.google.com/?cid=65310835,"https://www.google.com/maps/dir/?api=1&destination=37.764743,-122.398927","https://maps.apple.com/?ll=37.764743,-122.398927",+16195550198,hello@radianceaestheticssanfrancisco.example,https://radianceaesthetics.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Care Credit; Mastercard; Visa; Cherry,Private suites; Wi-Fi; Wheelchair accessible; Virtual consults,https://picsum.photos/seed/clinic-fault-00950-logo/200/200,https://picsum.photos/seed/clinic-fault-00950-a/600/400; https://picsum.photos/seed/clinic-fault-00950-b/600/400,4.7,353,prov-fault-00951,2020,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00952,Lone Star Med Spa Houston,Memorial injectable specialists.,"A Memorial practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4046 Main Drive,,Houston,TX,77020,Memorial,Harris County,US,29.747311,-95.361886,ChIJtxpd6CfrkcAYRjKVSe,https://maps.google.com/?cid=94396291,"https://www.google.com/maps/dir/?api=1&destination=29.747311,-95.361886","https://maps.apple.com/?ll=29.747311,-95.361886",+12105550172,hello@lonestarmedspahouston.example,https://lonestarmedspa.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Visa; Cherry; Amex,Virtual consults; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00952-logo/200/200,https://picsum.photos/seed/clinic-fault-00952-a/600/400; https://picsum.photos/seed/clinic-fault-00952-b/600/400,4.6,383,prov-fault-00953,2016,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00954,Lone Star Med Spa Dallas,Uptown injectable specialists.,"A Uptown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4558 Oak Avenue,,Dallas,TX,75207,Uptown,Dallas County,US,32.757613,-96.765687,ChIJtxGE2Cm5ECKYMJTPNp,https://maps.google.com/?cid=67204880,"https://www.google.com/maps/dir/?api=1&destination=32.757613,-96.765687","https://maps.apple.com/?ll=32.757613,-96.765687",+12105550172,hello@lonestarmedspadallas.example,https://lonestarmedspa.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Visa; Cherry; Care Credit; Mastercard,Parking; Wi-Fi,https://picsum.photos/seed/clinic-fault-00954-logo/200/200,https://picsum.photos/seed/clinic-fault-00954-a/600/400; https://picsum.photos/seed/clinic-fault-00954-b/600/400,4.4,278,prov-fault-00955,2012,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00956,Lone Star Med Spa Austin,Downtown injectable specialists.,"A Downtown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",8006 Sunset Boulevard,,Austin,TX,78709,Downtown,Travis County,US,30.286502,-97.754639,ChIJtxZ69eTrpvLGoEvbLk,https://maps.google.com/?cid=99435899,"https://www.google.com/maps/dir/?api=1&destination=30.286502,-97.754639","https://maps.apple.com/?ll=30.286502,-97.754639",+12105550172,hello@lonestarmedspaaustin.example,https://lonestarmedspa.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Mastercard; Cherry,Parking; Virtual consults,https://picsum.photos/seed/clinic-fault-00956-logo/200/200,https://picsum.photos/seed/clinic-fault-00956-a/600/400; https://picsum.photos/seed/clinic-fault-00956-b/600/400,4.9,132,prov-fault-00957,2007,https://injector.world/fake-dataset,2026-06-08
clinic-ny-00001,Cedar Aesthetics SoHo (re-scrape),Upper East Side injectable specialists.,"A Upper East Side practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9694 Magnolia Avenue,Suite 852,New York,NY,10015,Upper East Side,New York County,US,40.700626,-74.035965,,https://maps.google.com/?cid=11007051,"https://www.google.com/maps/dir/?api=1&destination=40.700626,-74.035965","https://maps.apple.com/?ll=40.700626,-74.035965",+17185550190,hello@cedaraestheticssoho.example,https://cedaraestheticssoho.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Mastercard; Care Credit,Parking; Private suites,https://picsum.photos/seed/clinic-ny-00001-logo/200/200,https://picsum.photos/seed/clinic-ny-00001-a/600/400; https://picsum.photos/seed/clinic-ny-00001-b/600/400,4.1,44,prov-ny-00088; prov-ny-00089; prov-ny-00090; prov-ny-00091,2013,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00996,Coastal Skin Studio West,Studio City injectable specialists.,"A Studio City practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",5215 Cedar Street,Suite 894,Los Angeles,CA,90020,Studio City,Los Angeles County,US,34.053127,-118.229616,ChIJcamkFQQYj32WzzE3NA,https://maps.google.com/?cid=84485423,"https://www.google.com/maps/dir/?api=1&destination=34.053127,-118.229616","https://maps.apple.com/?ll=34.053127,-118.229616",+13105550139,hello@coastalskinstudiowest.example,https://coastalskinstudiowest.example,https://coastalskinstudiowest.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Care Credit; Visa; Cherry; Amex,Private suites; Wi-Fi; Parking; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00996-logo/200/200,https://picsum.photos/seed/clinic-fault-00996-a/600/400; https://picsum.photos/seed/clinic-fault-00996-b/600/400,4.5,162,,2015,https://injector.world/fake-dataset,2026-06-08
